CustomerID,RegistrationDate,Age,Gender,IncomeLevel,Country,City,TotalPurchases,AOV,CLV,FavoriteCategory,Satisfaction,RepeatCustomer,PremiumMember,HasReturned,LoyaltyScore,LastPurchaseDate,EstRevenue,DaysSinceRegistration,ValueSegment
CUST00060,2023-12-05,41,Unknown,Medium,India,London,8,113.03,1200.35,Clothing,4.58,No,No,No,7.38,2024-11-24,904.24,943,High
CUST00061,2022-08-12,40,Female,Unknown,UK,London,15,167.12,1862.43,Home,9.47,Yes,No,Yes,55.08,2024-06-04,2506.8,1423,High
CUST00062,2020-07-10,28,Unknown,Unknown,UK,Delhi,10,185.17,1151.45,Sports,7.9,Yes,No,No,30.21,2025-02-17,1851.7,2186,High
CUST00063,2021-09-01,62,Male,Medium,France,Paris,10,172.99,1761.13,Beauty,1.96,Yes,No,No,9.68,2024-07-15,1729.9,1768,High
CUST00064,2022-05-06,28,Other,Unknown,Australia,London,9,176.42,1730.46,Home,4.18,No,No,No,84.72,2025-03-27,1587.78,1521,High
CUST00065,2022-01-19,41,Male,Very High,USA,Berlin,5,103.33,1024.85,Clothing,1.87,No,No,Yes,50.91,2024-01-24,516.65,1628,High
CUST00066,2024-01-01,48,Unknown,Very High,UK,Chicago,15,36.69,522.2,Food,3.7,No,No,Yes,58.37,2025-01-06,550.35,916,Medium
CUST00067,2023-07-12,48,Other,Unknown,Germany,Delhi,9,125.85,1722.86,Unknown,1.99,No,No,No,69.05,2025-01-31,1132.65,1089,High
CUST00068,2022-08-23,41,Unknown,Medium,Australia,Paris,6,232.53,2112.03,Sports,2.73,No,Yes,No,70.49,2024-09-07,1395.18,1412,High
CUST00069,2021-12-15,64,Other,High,India,Chicago,7,191.15,1246.32,Beauty,6.9,Yes,Yes,No,69.62,2024-11-11,1338.05,1663,High
CUST00070,2021-05-05,60,Unknown,Medium,Germany,Toronto,8,114.22,276389.42,Food,2.8,No,No,Yes,8.95,2024-09-30,248918.48,1887,High
CUST00071,2020-03-17,29,Prefer not to say,Very High,UK,Tokyo,1,122.54,144.78,Food,2.21,No,Yes,Yes,73.11,2025-01-02,122.54,2301,Low
CUST00072,2021-11-21,54,Female,Medium,Canada,Chicago,7,41.03,250.47,Home,3.4,Yes,No,No,6.21,2024-06-06,287.21,1687,Low
CUST00073,2023-11-06,63,Other,Low,Japan,Berlin,3,93.72,436.62,Home,7.12,Yes,No,No,56.42,2024-10-07,281.16,972,Medium
CUST00074,2021-02-18,27,Female,High,France,Berlin,8,104.52,1061.82,Electronics,7.05,Yes,No,No,74.58,2024-01-24,836.16,1963,High
CUST00075,2023-12-05,21,Male,Very High,USA,London,13,147.21,3515.52,Toys,7.14,Yes,No,Yes,53.73,2025-01-07,1913.73,943,High
CUST00076,2020-01-08,37,Prefer not to say,Unknown,Canada,Berlin,6,41.75,137.36,Electronics,1.61,No,Yes,Yes,40.23,2024-04-21,250.5,2370,Low
CUST00077,2020-04-25,36,Female,Unknown,Australia,Sydney,15,133.74,1186.48,Books,4.84,No,No,No,40.83,2024-04-04,2006.1,2262,High
CUST00078,2022-08-27,32,Other,Medium,France,Chicago,7,31.15,320.55,Beauty,7.52,No,No,Yes,18.82,2025-01-05,218.05,1408,Medium
CUST00079,2021-03-20,39,Other,Low,Germany,Mumbai,13,52.31,1273.49,Sports,5.8,No,No,No,80.28,2025-01-24,680.03,1933,High
CUST00080,2021-02-20,44,Male,Unknown,Germany,New York,15,145.4,1843.01,Home,6.89,No,No,No,73.28,2024-03-12,2181.0,1961,High
CUST00081,2022-09-27,52,Male,Unknown,USA,Mumbai,11,6.24,41.32,Home,4.36,No,No,Yes,49.66,2024-01-07,68.64,1377,Low
CUST00083,2022-02-11,21,Male,Medium,India,Toronto,6,172.3,582.89,Food,9.32,No,Yes,Yes,31.45,2024-10-27,1033.8,1605,Medium
CUST00084,2023-12-30,22,Other,Medium,Germany,Toronto,9,152.34,2174.84,Beauty,4.93,No,No,No,49.66,2024-08-18,1371.06,918,High
CUST00085,2021-12-29,42,Prefer not to say,Medium,Canada,Delhi,4,21.0,121.87,Beauty,1.82,No,No,No,8.73,2024-10-12,84.0,1649,Low
CUST00086,2022-04-15,23,Other,Unknown,India,Sydney,1,80.62,149.78,Books,2.53,No,No,Yes,43.47,2024-09-04,80.62,1542,Low
CUST00087,2022-01-09,33,Prefer not to say,Unknown,Germany,London,7,125.94,883.44,Books,6.43,No,No,Yes,96.87,2024-12-21,881.58,1638,Medium
CUST00088,2023-03-25,38,Prefer not to say,High,Canada,Delhi,9,154.69,2665.33,Sports,1.62,No,No,Yes,24.2,2025-01-01,1392.21,1198,High
CUST00089,2022-02-11,56,Prefer not to say,Unknown,Canada,Toronto,13,352.31,8571.99,Home,4.2,Yes,No,No,43.05,,4580.03,1605,High
CUST00090,2022-11-11,53,Unknown,Unknown,Germany,Toronto,11,102.59,7278.16,Toys,1.77,Yes,No,No,78.43,2024-06-27,1128.49,1332,Low
CUST00091,2022-06-16,46,Other,Low,Japan,Unknown,1,131.35,259.53,Books,3.98,No,Yes,No,18.64,2024-07-21,131.35,1480,Low
CUST00093,2023-04-23,26,Other,Low,Germany,London,3,86.56,202.19,Books,5.41,No,No,Yes,95.18,2024-04-09,259.68,1169,Low
CUST00094,2023-02-24,49,Prefer not to say,Very High,Canada,Paris,2,160.2,7278.16,Sports,5.12,No,Yes,Yes,54.31,2024-10-04,320.4,1227,Low
CUST00095,2020-03-26,46,Unknown,Medium,Canada,Berlin,1,72.97,145.28,Home,7.64,No,Yes,Yes,81.35,2024-10-18,72.97,2292,Low
CUST00096,2021-07-29,28,Other,High,Japan,Chicago,11,31.44,203.68,Books,2.19,No,Yes,No,57.74,2024-07-31,345.84,1802,Low
CUST00097,2020-06-03,23,Prefer not to say,Unknown,Japan,Sydney,8,5.48,69.99,Beauty,8.16,No,Yes,No,82.83,2024-10-22,43.84,2223,Low
CUST00098,2022-09-20,61,Male,Low,India,Paris,8,83.2,94.99,Books,3.72,No,Yes,No,37.18,2024-03-25,,1384,Low
CUST00099,2023-07-05,62,Female,Very High,India,New York,2,49.11,7278.16,Clothing,4.8,Yes,Yes,No,80.6,2024-07-07,98.22,1096,Low
CUST00100,2020-10-07,26,Female,Low,USA,London,12,150.91,2107.14,Clothing,2.11,No,No,No,24.78,2024-05-07,1810.92,2097,High
CUST00101,2023-05-13,36,Male,High,Germany,Chicago,7,15.64,136.01,Food,1.64,Yes,No,No,86.08,2024-07-06,109.48,1149,Low
CUST00102,2020-12-19,22,Male,Unknown,India,Unknown,15,158.91,2983.31,Toys,5.83,No,Yes,No,92.09,2024-03-20,2383.65,2024,High
CUST00103,2022-03-11,59,Male,High,Canada,Berlin,2,62.41,187.12,Books,7.37,Yes,No,No,78.3,2024-03-26,124.82,1577,Low
CUST00104,2021-07-04,25,Male,High,Canada,Mumbai,10,101.75,1820.35,Books,1.93,Yes,Yes,Yes,86.29,2024-08-29,1017.5,1827,High
CUST00105,2020-11-03,20,Unknown,Very High,Germany,Toronto,6,20.19,224.46,Electronics,1.62,No,No,No,45.67,2024-05-29,121.14,2070,Low
CUST00106,2021-09-14,33,Prefer not to say,High,France,Berlin,9,114.22,231450.82,Electronics,1.01,No,Yes,Yes,23.82,2024-01-31,226993.68,1755,High
CUST00107,2020-10-18,23,Male,Medium,Canada,Sydney,12,23.64,173.68,Toys,2.18,No,No,No,27.2,2024-04-13,283.68,2086,Low
CUST00108,2023-04-12,24,Female,Very High,France,Mumbai,13,65.12,623.43,Electronics,8.71,Yes,No,No,67.72,2024-03-30,846.56,1180,Medium
CUST00109,2022-04-08,41,Male,Very High,India,London,1,196.6,208.07,Clothing,3.33,Yes,Yes,Yes,44.34,2025-04-08,196.6,1549,Low
CUST00110,2021-11-10,47,Male,Medium,Canada,Toronto,7,38.7,249.17,Electronics,6.55,No,No,No,27.98,2024-04-12,270.9,1698,Low
CUST00111,2022-12-12,52,Male,Very High,Australia,Paris,10,80.73,668.87,Sports,9.92,Yes,Yes,Yes,24.12,2025-02-09,807.3,1301,Medium
CUST00112,2020-04-24,32,Unknown,Very High,Australia,London,10,148.93,2316.13,Books,2.69,No,No,Yes,9.03,2024-04-22,1489.3,2263,High
CUST00114,2022-09-24,29,Unknown,Unknown,Australia,Delhi,7,139.26,1874.76,Toys,7.94,Yes,No,Yes,10.41,2024-06-18,974.82,1380,High
CUST00115,2021-05-02,38,Female,Low,Australia,Tokyo,12,55.05,7278.16,Toys,8.96,No,No,No,47.95,2024-11-29,660.6,1890,Low
CUST00116,2021-04-06,22,Male,High,USA,Mumbai,3,36.38,214.69,Food,4.88,No,Yes,Yes,20.56,2024-12-22,109.14,1916,Low
CUST00117,2024-02-03,60,Other,High,Germany,Toronto,14,114.22,235090.16,Clothing,5.55,No,Yes,No,30.84,2024-09-07,163525.46,883,High
CUST00118,2021-06-26,52,Prefer not to say,Medium,Australia,Sydney,1,95.69,56.69,Clothing,4.09,Yes,Yes,No,41.86,2025-03-19,95.69,1835,Low
CUST00119,2023-03-18,41,Male,Unknown,UK,Paris,3,405.19,2409.77,Books,3.32,Yes,Yes,No,55.21,2024-09-23,1215.57,1205,High
CUST00120,2020-01-26,57,Unknown,Unknown,Canada,London,10,193.14,3224.12,Beauty,3.38,No,Yes,Yes,14.39,2024-12-21,1931.4,2352,High
CUST00121,2022-03-21,39,Prefer not to say,High,Australia,Unknown,5,169.36,1658.67,Sports,4.99,No,No,Yes,21.14,2025-01-14,846.8,1567,High
CUST00122,2022-11-23,41,Male,High,Canada,Chicago,1,175.66,96.54,Unknown,2.79,No,No,Yes,24.19,2024-08-16,175.66,1320,Low
CUST00123,2022-08-29,40,Other,Medium,Japan,Mumbai,7,171.5,998.85,Home,4.69,No,Yes,No,64.74,2024-01-05,1200.5,1406,Medium
CUST00124,2023-05-30,37,Other,Very High,Canada,Paris,8,106.52,435.47,Beauty,6.34,Yes,No,Yes,27.65,2024-05-21,852.16,1132,Medium
CUST00125,2023-12-27,41,Unknown,Medium,USA,Delhi,6,145.65,777.02,Toys,6.25,Yes,No,Yes,63.83,2025-04-26,873.9,921,Medium
CUST00126,2022-11-04,28,Unknown,Medium,Japan,London,12,153.77,1851.6,Beauty,8.84,No,No,No,46.38,2024-01-28,1845.24,1339,High
CUST00127,2023-04-10,57,Male,Very High,Germany,Toronto,7,171.58,1337.73,Food,8.76,Yes,No,No,17.68,2024-01-03,1201.06,1182,High
CUST00128,2021-03-04,28,Unknown,Medium,France,Mumbai,7,83.66,325.95,Beauty,9.03,Yes,Yes,Yes,24.88,2024-06-25,585.62,1949,Medium
CUST00129,2020-07-29,55,Other,Medium,India,Tokyo,8,121.29,1934.05,Food,2.7,No,Yes,Yes,98.49,2024-01-12,970.32,2167,High
CUST00130,2020-12-12,63,Male,Very High,Japan,Delhi,8,332.68,7278.16,Toys,2.11,Yes,Yes,Yes,66.17,2024-05-18,,2031,Low
CUST00131,2023-12-06,24,Unknown,Unknown,India,Mumbai,10,56.28,875.24,Electronics,9.19,No,No,Yes,49.66,2025-04-09,562.8,942,Medium
CUST00132,2023-03-21,27,Male,Unknown,India,Mumbai,11,197.79,1413.57,Electronics,4.24,No,Yes,Yes,89.03,,2175.69,1202,High
CUST00133,2023-08-18,40,Prefer not to say,Unknown,Japan,Mumbai,6,83.15,538.1,Toys,8.17,Yes,Yes,Yes,59.08,2024-12-13,498.9,1052,Medium
CUST00134,2023-06-05,40,Unknown,Low,UK,Paris,7,17.35,7278.16,Home,7.03,Yes,No,Yes,66.37,2024-03-17,121.45,1126,Low
CUST00135,2023-02-17,41,Unknown,Very High,France,Mumbai,6,194.18,1706.81,Home,5.0,Yes,No,No,98.07,2024-01-10,1165.08,1234,High
CUST00136,2022-04-24,53,Male,Low,Japan,Chicago,11,71.47,1388.75,Food,4.27,Yes,Yes,Yes,82.99,2024-05-29,786.17,1533,High
CUST00137,2022-02-04,20,Female,Very High,UK,Toronto,10,28.55,495.87,Beauty,4.73,Yes,No,No,95.62,2024-09-12,285.5,1612,Medium
CUST00139,2023-01-26,41,Female,Medium,Japan,London,11,93.02,1601.88,Food,9.48,No,No,Yes,2.53,2024-12-09,1023.22,1256,High
CUST00140,2021-06-30,28,Other,High,UK,Tokyo,9,163.74,2371.47,Toys,8.06,No,Yes,No,95.67,2024-06-09,1473.66,1831,High
CUST00141,2020-04-20,34,Female,Unknown,France,Sydney,9,43.31,457.31,Clothing,2.56,No,Yes,No,26.42,2025-03-09,389.79,2267,Medium
CUST00142,2021-11-07,27,Male,Medium,Australia,Delhi,5,116.67,569.81,Books,8.08,No,Yes,No,21.34,2024-07-03,583.35,1701,Medium
CUST00143,2023-06-20,53,Male,Low,Australia,Delhi,4,342.86,2629.71,Sports,5.55,No,No,No,89.83,2024-09-20,1371.44,1111,High
CUST00144,2020-07-15,52,Unknown,Low,India,Berlin,7,45.09,508.82,Clothing,2.38,No,Yes,Yes,17.8,2024-02-06,315.63,2181,Medium
CUST00145,2021-04-11,41,Prefer not to say,High,USA,Mumbai,11,17.33,337.87,Clothing,7.17,No,No,No,66.07,2024-09-30,190.63,1911,Medium
CUST00146,2022-03-11,52,Other,Medium,Japan,Sydney,1,113.24,7278.16,Clothing,7.73,No,Yes,No,85.15,2024-04-04,113.24,1577,Low
CUST00147,2021-06-01,29,Unknown,Low,France,Mumbai,2,43.5,90.11,Home,6.58,No,No,No,65.94,2024-03-19,87.0,1860,Low
CUST00148,2022-01-16,45,Female,Low,Australia,Berlin,11,168.82,3373.89,Beauty,5.38,Yes,No,Yes,19.64,2024-11-16,1857.02,1631,High
CUST00149,2020-06-03,41,Unknown,Medium,USA,Chicago,9,156.16,2330.52,Sports,5.51,No,Yes,Yes,80.65,2024-03-25,1405.44,2223,High
CUST00150,2020-10-14,29,Unknown,Unknown,UK,Paris,1,100.09,56.47,Beauty,9.26,Yes,No,Yes,52.14,2025-03-03,100.09,2090,Low
CUST00151,2023-03-31,29,Prefer not to say,Very High,Australia,Mumbai,7,115.34,821.55,Electronics,2.25,Yes,No,Yes,15.74,2025-02-22,807.38,1192,Medium
CUST00152,2021-04-16,39,Male,Very High,France,Delhi,14,52.52,516.23,Books,3.32,No,Yes,No,21.66,2024-08-29,735.28,1906,Medium
CUST00153,2020-12-15,44,Unknown,Medium,UK,Chicago,12,184.86,2367.65,Electronics,8.74,No,Yes,Yes,90.16,2025-03-25,2218.32,2028,High
CUST00154,2022-10-27,23,Prefer not to say,Medium,USA,Toronto,6,141.04,1035.11,Beauty,7.67,Yes,No,Yes,76.59,2024-02-12,846.24,1347,High
CUST00155,2023-01-18,30,Male,Low,India,Toronto,12,84.72,1400.99,Toys,6.51,No,Yes,No,55.76,2024-10-13,1016.64,1264,High
CUST00156,2021-06-03,41,Male,Medium,France,London,9,71.0,996.96,Electronics,8.41,No,Yes,Yes,37.08,2025-01-05,639.0,1858,Medium
CUST00157,2022-03-31,51,Other,Unknown,USA,London,8,170.86,1082.73,Home,7.07,Yes,Yes,Yes,77.97,2024-07-21,1366.88,1557,High
CUST00158,2021-02-14,65,Male,Low,Japan,Chicago,6,164.03,1163.44,Electronics,4.66,Yes,No,No,80.29,2025-03-24,984.18,1967,High
CUST00159,2023-03-23,46,Prefer not to say,Unknown,France,Sydney,8,179.82,1275.61,Home,3.07,No,Yes,No,9.3,2025-02-24,1438.56,1200,High
CUST00160,2023-02-09,41,Unknown,High,UK,Berlin,4,52.2,365.9,Beauty,1.96,No,Yes,Yes,37.12,2025-04-04,208.8,1242,Medium
CUST00161,2023-03-22,41,Prefer not to say,Medium,UK,Toronto,9,72.72,776.08,Food,1.08,No,Yes,No,86.18,2024-05-14,654.48,1201,Medium
CUST00162,2022-08-23,41,Prefer not to say,Medium,Canada,Sydney,7,40.08,236.47,Sports,6.0,Yes,Yes,Yes,0.97,2024-03-09,280.56,1412,Low
CUST00163,2023-07-15,64,Other,Very High,Japan,Delhi,8,36.85,64.8,Beauty,4.24,No,No,Yes,35.11,2024-11-06,,1086,Low
CUST00164,2023-03-25,52,Female,High,Australia,Chicago,12,20.29,471.11,Beauty,6.51,Yes,Yes,Yes,31.35,2024-12-29,243.48,1198,Medium
CUST00165,2023-08-13,46,Other,Unknown,France,London,3,134.09,249.45,Clothing,9.43,Yes,Yes,No,99.6,2024-11-12,402.27,1057,Low
CUST00166,2023-09-03,41,Other,Very High,UK,London,8,172.77,339.06,Sports,2.22,Yes,No,No,63.95,2024-06-26,,1036,Medium
CUST00167,2021-04-10,46,Other,High,Canada,Tokyo,8,152.87,199.14,Food,5.29,No,No,No,79.68,2024-04-06,,1912,Low
CUST00168,2023-02-22,33,Female,Very High,Canada,Mumbai,4,160.99,584.59,Sports,8.68,No,Yes,No,27.21,2024-04-06,643.96,1229,Medium
CUST00169,2020-11-07,52,Male,Medium,India,London,12,114.22,344887.39,Beauty,8.12,Yes,Yes,No,7.14,2024-04-08,205462.8,2066,High
CUST00170,2021-05-27,18,Male,Medium,Canada,Paris,1,148.39,120.59,Sports,2.43,Yes,No,No,19.87,2025-03-18,148.39,1865,Low
CUST00171,2020-08-19,45,Other,Low,UK,Delhi,13,193.92,3863.65,Clothing,5.5,No,Yes,Yes,15.39,2024-02-24,2520.96,2146,High
CUST00172,2021-04-21,53,Other,Very High,Germany,Unknown,12,180.24,2037.59,Home,5.89,No,No,Yes,15.5,2024-05-14,2162.88,1901,High
CUST00173,2022-07-18,58,Unknown,Very High,UK,Delhi,13,67.54,1517.72,Food,2.39,No,No,Yes,65.89,,878.02,1448,High
CUST00174,2020-12-31,41,Male,Low,Canada,Chicago,10,76.44,1448.78,Food,8.49,Yes,No,No,79.42,,764.4,2012,High
CUST00175,2022-12-19,22,Other,Low,Germany,Mumbai,4,41.94,241.24,Toys,7.9,No,No,Yes,18.04,2024-06-21,167.76,1294,Low
CUST00176,2022-12-29,41,Other,Very High,Canada,Sydney,10,78.14,812.67,Toys,5.55,No,Yes,Yes,30.18,2024-04-23,781.4,1284,Medium
CUST00177,2021-10-06,62,Other,Unknown,UK,Paris,3,178.48,508.91,Home,7.51,Yes,No,Yes,30.04,2024-10-22,535.44,1733,Medium
CUST00178,2020-04-24,41,Male,Medium,USA,Toronto,9,110.29,825.05,Unknown,4.54,Yes,Yes,No,39.43,2024-02-12,992.61,2263,Medium
